dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed,excess_error,reference_method,source_results,analysis_checks_passed
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,3,3.4434746889704128e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.5269395925455038e-01,True,4.0353984093516376e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,3,3.4434746889704128e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938656e-01,True,-5.5511151231257827e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,4,3.4434746889704128e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.1724594750140045e-01,True,4.7334435389713186e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,4,3.4434746889704128e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True,-1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,5,3.4434746889704128e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.9416508949087916e-01,True,5.3091560422837403e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,5,3.4434746889704128e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,6,3.4434746889704128e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3000179123231701e-01,True,5.2857341474746355e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,6,3.4434746889704128e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,7,3.4434746889704128e-16,1.5401578878805303e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.8487337771365120e-01,True,5.3085758892559820e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,7,3.4434746889704128e-16,1.5401578878805303e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,8,3.4434746889704128e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.5144427473634747e-01,True,5.3382458439220282e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,8,3.4434746889704128e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414468e-01,True,4.1633363423443370e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,9,3.4434746889704128e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.9566073817093690e-01,True,5.0602519641917143e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,9,3.4434746889704128e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,10,3.4434746889704128e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.3941684355328325e-01,True,3.7135757752938747e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,10,3.4434746889704128e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,11,3.4434746889704128e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.0641698042269342e-01,True,3.5507479998133518e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,11,3.4434746889704128e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,12,3.4434746889704128e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.9582241686334974e-01,True,3.5754647521569277e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,12,3.4434746889704128e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656957e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,13,3.4434746889704128e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.7104077833837151e-01,True,3.4314630685930958e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,13,3.4434746889704128e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,14,3.4434746889704128e-16,1.9367683534861117e-02,6.9388939039072299e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.5047118249714179e-01,True,2.3110349896228066e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,14,3.4434746889704128e-16,1.9367683534861117e-02,6.9388939039072299e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True,6.9388939039072284e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,15,3.4434746889704128e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.2082105077376221e-01,True,1.0904429231668503e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,15,3.4434746889704128e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True,-1.7347234759768071e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,16,3.4434746889704128e-16,1.5044881861371121e-15,3.7141923009321670e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4434746889704128e-16,True,-1.1601407172400707e-15,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10047,5,orthogonal,1.0000000000000009e+00,16,16,3.4434746889704128e-16,1.5044881861371121e-15,3.7141923009321670e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1330689560438954e-15,True,-3.7141923009321670e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,1,3.4820874732884240e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.4004061348811219e-01,True,1.7416539104699391e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,1,3.4820874732884240e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,2,3.4820874732884240e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1044680315709092e-01,True,3.2391062156730799e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,2,3.4820874732884240e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,3,3.4820874732884240e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6074941106528080e-01,True,4.1159529274589418e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,3,3.4820874732884240e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,4,3.4820874732884240e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.8225160261407423e-01,True,4.3835000900980564e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,4,3.4820874732884240e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True,-1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,5,3.4820874732884240e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6299607858931540e-01,True,4.9974659332681026e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,5,3.4820874732884240e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,6,3.4820874732884240e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.9549427915163486e-01,True,4.9406590266678141e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,6,3.4820874732884240e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,7,3.4820874732884240e-16,1.5401578878805303e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.7464081738353343e-01,True,5.2062502859548043e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,7,3.4820874732884240e-16,1.5401578878805303e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,8,3.4820874732884240e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.5568650225168967e-01,True,5.3806681190754502e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,8,3.4820874732884240e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,9,3.4820874732884240e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.9353346128972184e-01,True,5.0389791953795637e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,9,3.4820874732884240e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,10,3.4820874732884240e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1738752858419312e-01,True,4.4932826256029734e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,10,3.4820874732884240e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,11,3.4820874732884240e-16,5.1342180441358257e-02,1.3877787807814457e-17,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.2741264868622514e-01,True,3.7607046824486690e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,11,3.4820874732884240e-16,5.1342180441358257e-02,1.3877787807814457e-17,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358271e-02,True,1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,12,3.4820874732884240e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8960594479541610e-01,True,3.5133000314775914e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,12,3.4820874732884240e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656957e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,13,3.4820874732884240e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.5580382179225667e-01,True,3.2790935031319479e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,13,3.4820874732884240e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,14,3.4820874732884240e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.8549980829057237e-01,True,2.6613212475571124e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,14,3.4820874732884240e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True,3.4694469519536142e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,15,3.4820874732884240e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.1747465116816353e-01,True,2.0569789271108635e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,15,3.4820874732884240e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True,-1.7347234759768071e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,16,3.4820874732884240e-16,1.5044881861371121e-15,4.8241038097965541e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4820874732884240e-16,True,-1.1562794388082696e-15,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10048,6,orthogonal,1.0000000000000009e+00,16,16,3.4820874732884240e-16,1.5044881861371121e-15,4.8241038097965541e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0220778051574569e-15,True,-4.8241038097965521e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,1,3.7828107958964334e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.7533312111141124e-01,True,2.0945789867029296e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,1,3.7828107958964334e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,2,3.7828107958964334e-16,5.8653618158978293e-01,1.1102230246251563e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8068758567443051e-01,True,2.9415140408464757e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,2,3.7828107958964334e-16,5.8653618158978293e-01,1.1102230246251563e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True,1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,3,3.7828107958964334e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6141171521175419e-01,True,4.1225759689236757e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,3,3.7828107958964334e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,4,3.7828107958964334e-16,3.4390159360426859e-01,0.0000000000000000e+00,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.0810402996744557e-01,True,4.6420243636317698e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,4,3.7828107958964334e-16,3.4390159360426859e-01,0.0000000000000000e+00,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426859e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,5,3.7828107958964334e-16,2.6324948526250513e-01,5.5511151231257827e-17,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.7646074631968220e-01,True,5.1321126105717707e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,5,3.7828107958964334e-16,2.6324948526250513e-01,5.5511151231257827e-17,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250519e-01,True,5.5511151231257827e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,10049,7,orthogonal,1.0000000000000009e+00,16,6,3.7828107958964334e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.4811599865437051e-01,True,5.4668762216951705e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
