dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,6,1.6493191289408920e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.5726726320855542e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,6,1.6493191289408920e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,7,1.6493191289408920e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3805610036753011e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,7,1.6493191289408920e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,8,1.6493191289408920e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.0410140796418241e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,8,1.6493191289408920e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,9,1.6493191289408920e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.4209631425311409e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,9,1.6493191289408920e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,10,1.6493191289408920e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.1200426301450377e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,10,1.6493191289408920e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,11,1.6493191289408920e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.6571735706155563e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,11,1.6493191289408920e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,12,1.6493191289408920e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.0300346971898279e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,12,1.6493191289408920e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,13,1.6493191289408920e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.0184939689757232e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,13,1.6493191289408920e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,14,1.6493191289408920e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.7627201900413034e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,14,1.6493191289408920e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861117e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,15,1.6493191289408920e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8330666492172695e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,15,1.6493191289408920e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,16,1.6493191289408920e-16,1.5044881861371121e-15,4.5836156227524754e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.6493191289408920e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,116,74,permutation,1.0000000000000000e+00,16,16,1.6493191289408920e-16,1.5044881861371121e-15,4.5836156227524754e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0461266238618645e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,1,1.7683975133666172e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.7520868813163175e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,1,1.7683975133666172e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,2,1.7683975133666172e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3320995748601969e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,2,1.7683975133666172e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,3,1.7683975133666172e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.2924411587967630e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,3,1.7683975133666172e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,4,1.7683975133666172e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.2243374014907225e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,4,1.7683975133666172e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,5,1.7683975133666172e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2855495917687456e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,5,1.7683975133666172e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,6,1.7683975133666172e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2833126894470051e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,6,1.7683975133666172e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,7,1.7683975133666172e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2819999782749061e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,7,1.7683975133666172e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,8,1.7683975133666172e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2709037737517361e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,8,1.7683975133666172e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,9,1.7683975133666172e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2643833423448971e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,9,1.7683975133666172e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,10,1.7683975133666172e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2319676327187192e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,10,1.7683975133666172e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,11,1.7683975133666172e-16,5.1342180441358257e-02,6.9388939039072284e-18,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.3619231673477821e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,11,1.7683975133666172e-16,5.1342180441358257e-02,6.9388939039072284e-18,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358250e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,12,1.7683975133666172e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.1903987506341360e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,12,1.7683975133666172e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,13,1.7683975133666172e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.1443512461478276e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,13,1.7683975133666172e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,14,1.7683975133666172e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7067482242920221e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,14,1.7683975133666172e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,15,1.7683975133666172e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.6949011958710170e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,15,1.7683975133666172e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,16,1.7683975133666172e-16,1.5044881861371121e-15,9.1918761698366400e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7683975133666172e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,117,75,permutation,1.0000000000000000e+00,16,16,1.7683975133666172e-16,1.5044881861371121e-15,9.1918761698366400e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5964069478354785e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,1,1.8608666051296104e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5735515044328745e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,1,1.8608666051296104e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,2,1.8608666051296104e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.3142947638976292e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,2,1.8608666051296104e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,3,1.8608666051296104e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.2233851802382760e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,3,1.8608666051296104e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,4,1.8608666051296104e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1918903421378473e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,4,1.8608666051296104e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,5,1.8608666051296104e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1855185418974150e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,5,1.8608666051296104e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,6,1.8608666051296104e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1817784914769840e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,6,1.8608666051296104e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,7,1.8608666051296104e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1277822663894648e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,7,1.8608666051296104e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,8,1.8608666051296104e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1091252289817526e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,8,1.8608666051296104e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,9,1.8608666051296104e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6630376505496112e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,9,1.8608666051296104e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,10,1.8608666051296104e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.4732493582093140e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,10,1.8608666051296104e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,11,1.8608666051296104e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.4723213773231323e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,11,1.8608666051296104e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,12,1.8608666051296104e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8068454658579914e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,12,1.8608666051296104e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,13,1.8608666051296104e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8015487585409952e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,13,1.8608666051296104e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,14,1.8608666051296104e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.7752044373306126e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,14,1.8608666051296104e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,15,1.8608666051296104e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.5375796751719621e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,15,1.8608666051296104e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,16,1.8608666051296104e-16,1.5044881861371121e-15,2.9893669250604887e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8608666051296104e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,118,76,permutation,1.0000000000000000e+00,16,16,1.8608666051296104e-16,1.5044881861371121e-15,2.9893669250604887e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.2055514936310632e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,1,1.6220468284185605e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9965646790789131e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,1,1.6220468284185605e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,2,1.6220468284185605e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9907060913962586e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,2,1.6220468284185605e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,3,1.6220468284185605e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6466132267550690e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,3,1.6220468284185605e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938656e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,4,1.6220468284185605e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6457062875583914e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,4,1.6220468284185605e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,5,1.6220468284185605e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8483167007335524e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,5,1.6220468284185605e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,6,1.6220468284185605e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7024166338796389e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,6,1.6220468284185605e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
