dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,3,3.7847788858278888e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.1763454312022663e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,3,3.7847788858278888e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,4,3.7847788858278888e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6910892655004723e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,4,3.7847788858278888e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,5,3.7847788858278888e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.2314325942503441e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,5,3.7847788858278888e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,6,3.7847788858278888e-16,2.0142837648485348e-01,2.7755575615628914e-17,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.2748986339776645e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,6,3.7847788858278888e-16,2.0142837648485348e-01,2.7755575615628914e-17,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485351e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,7,3.7847788858278888e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.6341313866333007e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,7,3.7847788858278888e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,8,3.7847788858278888e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.5433741439349291e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,8,3.7847788858278888e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,9,3.7847788858278888e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.3263554655308585e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,9,3.7847788858278888e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,10,3.7847788858278888e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.5397593086639663e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,10,3.7847788858278888e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,11,3.7847788858278888e-16,5.1342180441358257e-02,6.9388939039072284e-18,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2731490018272031e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,11,3.7847788858278888e-16,5.1342180441358257e-02,6.9388939039072284e-18,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358250e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,12,3.7847788858278888e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4990364508551106e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,12,3.7847788858278888e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,13,3.7847788858278888e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.5551078780247219e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,13,3.7847788858278888e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061909e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,14,3.7847788858278888e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.2394771172778580e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,14,3.7847788858278888e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,15,3.7847788858278888e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.2350104223382963e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,15,3.7847788858278888e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,16,3.7847788858278888e-16,1.5044881861371121e-15,3.9564339751159353e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.7847788858278888e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10089,47,orthogonal,1.0000000000000007e+00,16,16,3.7847788858278888e-16,1.5044881861371121e-15,3.9564339751159353e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.4649238463859527e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,1,3.5455207429682485e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.8930304963165705e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,1,3.5455207429682485e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,2,3.5455207429682485e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.0782807501302354e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,2,3.5455207429682485e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,3,3.5455207429682485e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8856413303437354e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,3,3.5455207429682485e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,4,3.5455207429682485e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.1447619143167760e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,4,3.5455207429682485e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,5,3.5455207429682485e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.9028818506970722e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,5,3.5455207429682485e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,6,3.5455207429682485e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.3787749515633716e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,6,3.5455207429682485e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,7,3.5455207429682485e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.0944339112409849e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,7,3.5455207429682485e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,8,3.5455207429682485e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.1763290553516159e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,8,3.5455207429682485e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,9,3.5455207429682485e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7569771690233151e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,9,3.5455207429682485e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,10,3.5455207429682485e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.4673281213444436e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,10,3.5455207429682485e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,11,3.5455207429682485e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1926392980782266e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,11,3.5455207429682485e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,12,3.5455207429682485e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.8782453465163289e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,12,3.5455207429682485e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,13,3.5455207429682485e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.7223168891477884e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,13,3.5455207429682485e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,14,3.5455207429682485e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.1637260507938402e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,14,3.5455207429682485e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,15,3.5455207429682485e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8514334165684107e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,15,3.5455207429682485e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,16,3.5455207429682485e-16,1.5044881861371121e-15,1.4646583733306910e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.5455207429682485e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10090,48,orthogonal,1.0000000000000007e+00,16,16,3.5455207429682485e-16,1.5044881861371121e-15,1.4646583733306910e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.3580223488040430e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,1,3.9534497188013211e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.4510291365298171e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,1,3.9534497188013211e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,2,3.9534497188013211e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.3038566021510705e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,2,3.9534497188013211e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,3,3.9534497188013211e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.3293311369786649e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,3,3.9534497188013211e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,4,3.9534497188013211e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.1894027064972397e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,4,3.9534497188013211e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,5,3.9534497188013211e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.9485970722200161e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,5,3.9534497188013211e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,6,3.9534497188013211e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.2779117905008384e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,6,3.9534497188013211e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,7,3.9534497188013211e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.8334423369865782e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10091,49,orthogonal,1.0000000000000009e+00,16,7,3.9534497188013211e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
