round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round,selected_clients,metric_weights
26,0.3698999881744385,2.448957681655884,2,0.01,2,2,"[4, 7]","[0.542994196310528, 0.457005803689472]"
27,0.3334999978542328,2.93326997756958,2,0.01,2,2,"[4, 7]","[0.542994196310528, 0.457005803689472]"
28,0.48010000586509705,2.051729202270508,2,0.01,2,2,"[1, 3]","[0.4399988056779084, 0.5600011943220916]"
29,0.42160001397132874,2.722766637802124,2,0.01,2,2,"[1, 3]","[0.4399988056779084, 0.5600011943220916]"
30,0.35740000009536743,2.2691268920898438,2,0.01,2,2,"[7, 6]","[0.6379637309680041, 0.3620362690319959]"
31,0.33469998836517334,2.542452812194824,2,0.01,2,2,"[7, 6]","[0.6379637309680041, 0.3620362690319959]"
32,0.423799991607666,2.1078567504882812,2,0.01,2,2,"[6, 3]","[0.5075468642251003, 0.4924531357748997]"
33,0.34439998865127563,3.0407092571258545,2,0.01,2,2,"[6, 3]","[0.5075468642251003, 0.4924531357748997]"
34,0.46160000562667847,1.8367749452590942,2,0.01,2,2,"[7, 1]","[0.44155760733997823, 0.5584423926600217]"
35,0.42890000343322754,2.0928852558135986,2,0.01,2,2,"[7, 1]","[0.44155760733997823, 0.5584423926600217]"
36,0.3984000086784363,2.293567657470703,2,0.01,2,2,"[6, 4]","[0.605119555700984, 0.39488044429901603]"
37,0.3206999897956848,2.7604284286499023,2,0.01,2,2,"[6, 4]","[0.605119555700984, 0.39488044429901603]"
38,0.4830000102519989,2.223714590072632,2,0.01,2,2,"[3, 1]","[0.4905479559844115, 0.5094520440155885]"
39,0.4239000082015991,2.6475794315338135,2,0.01,2,2,"[3, 1]","[0.4905479559844115, 0.5094520440155885]"
40,0.41029998660087585,1.9135152101516724,2,0.01,2,2,"[7, 6]","[0.6355118964330102, 0.3644881035669898]"
41,0.3946000039577484,2.0878336429595947,2,0.01,2,2,"[7, 6]","[0.6355118964330102, 0.3644881035669898]"
42,0.5304999947547913,1.7245105504989624,2,0.01,2,2,"[6, 3]","[0.4975391029779408, 0.5024608970220592]"
43,0.39800000190734863,2.4480197429656982,2,0.01,2,2,"[6, 3]","[0.4975391029779408, 0.5024608970220592]"
44,0.5200999975204468,1.6100993156433105,2,0.01,2,2,"[1, 7]","[0.4246516674102629, 0.5753483325897372]"
45,0.4584999978542328,1.886581301689148,2,0.01,2,2,"[1, 7]","[0.4246516674102629, 0.5753483325897372]"
46,0.4611999988555908,1.983872890472412,2,0.01,2,2,"[6, 4]","[0.5668930971012873, 0.4331069028987127]"
47,0.3659000098705292,2.402540683746338,2,0.01,2,2,"[6, 4]","[0.5668930971012873, 0.4331069028987127]"
48,0.5464000105857849,1.8459491729736328,2,0.01,2,2,"[3, 1]","[0.4458467807063351, 0.5541532192936649]"
49,0.4851999878883362,2.1781063079833984,2,0.01,2,2,"[3, 1]","[0.4458467807063351, 0.5541532192936649]"
50,0.5389000177383423,1.5283501148223877,2,0.01,2,2,"[6, 7]","[0.641434634191116, 0.35856536580888393]"
51,0.4796000123023987,1.6879702806472778,2,0.01,2,2,"[6, 7]","[0.641434634191116, 0.35856536580888393]"
52,0.5085999965667725,1.7595233917236328,2,0.01,2,2,"[6, 4]","[0.5089480330739496, 0.49105196692605035]"
53,0.4117000102996826,2.119323492050171,2,0.01,2,2,"[6, 4]","[0.5089480330739496, 0.49105196692605035]"
54,0.5651999711990356,1.7444533109664917,2,0.01,2,2,"[3, 1]","[0.49478567236662535, 0.5052143276333746]"
55,0.5091000199317932,2.0569796562194824,2,0.01,2,2,"[3, 1]","[0.49478567236662535, 0.5052143276333746]"
56,0.5784000158309937,1.3515899181365967,2,0.01,2,2,"[6, 7]","[0.6016938925979886, 0.39830610740201144]"
57,0.5224000215530396,1.504011869430542,2,0.01,2,2,"[6, 7]","[0.6016938925979886, 0.39830610740201144]"
58,0.541100025177002,1.608595371246338,2,0.01,2,2,"[6, 4]","[0.5137809214225145, 0.4862190785774854]"
59,0.4490000009536743,1.9297019243240356,2,0.01,2,2,"[6, 4]","[0.5137809214225145, 0.4862190785774854]"
60,0.5788000226020813,1.6769169569015503,2,0.01,2,2,"[3, 1]","[0.49359528278995146, 0.5064047172100485]"
61,0.5281999707221985,1.9627529382705688,2,0.01,2,2,"[3, 1]","[0.49359528278995146, 0.5064047172100485]"
62,0.6154000163078308,1.2123311758041382,2,0.01,2,2,"[6, 7]","[0.6043456507543126, 0.39565434924568743]"
63,0.5608999729156494,1.3549096584320068,2,0.01,2,2,"[6, 7]","[0.6043456507543126, 0.39565434924568743]"
64,0.569100022315979,1.4939749240875244,2,0.01,2,2,"[6, 4]","[0.47800504025467994, 0.5219949597453201]"
65,0.4781999886035919,1.7874644994735718,2,0.01,2,2,"[6, 4]","[0.47800504025467994, 0.5219949597453201]"
66,0.4440000057220459,2.345682144165039,2,0.01,2,2,"[3, 6]","[0.46080380933973475, 0.5391961906602653]"
67,0.41519999504089355,2.506592273712158,2,0.01,2,2,"[3, 6]","[0.46080380933973475, 0.5391961906602653]"
68,0.6499999761581421,1.0792917013168335,2,0.01,2,2,"[6, 7]","[0.38969452937151305, 0.610305470628487]"
69,0.6039000153541565,1.211879014968872,2,0.01,2,2,"[6, 7]","[0.38969452937151305, 0.610305470628487]"
70,0.5918999910354614,1.3957475423812866,2,0.01,2,2,"[6, 4]","[0.43330397718620334, 0.5666960228137967]"
71,0.5058000087738037,1.6596482992172241,2,0.01,2,2,"[6, 4]","[0.43330397718620334, 0.5666960228137967]"
72,0.6330000162124634,1.301234483718872,2,0.01,2,2,"[6, 3]","[0.43715225265750035, 0.5628477473424996]"
73,0.5295000076293945,1.8553669452667236,2,0.01,2,2,"[6, 3]","[0.43715225265750035, 0.5628477473424996]"
74,0.6776999831199646,0.9778475761413574,2,0.01,2,2,"[6, 7]","[0.36784881603119635, 0.6321511839688037]"
75,0.6355000138282776,1.0982550382614136,2,0.01,2,2,"[6, 7]","[0.36784881603119635, 0.6321511839688037]"
76,0.6079999804496765,1.3337762355804443,2,0.01,2,2,"[6, 4]","[0.43799810346577106, 0.5620018965342289]"
77,0.5307999849319458,1.5648952722549438,2,0.01,2,2,"[6, 4]","[0.43799810346577106, 0.5620018965342289]"
78,0.6513000130653381,1.237776756286621,2,0.01,2,2,"[6, 3]","[0.4477295336458422, 0.5522704663541578]"
79,0.5444999933242798,1.792601227760315,2,0.01,2,2,"[6, 3]","[0.4477295336458422, 0.5522704663541578]"
80,0.7037000060081482,0.8979429602622986,2,0.01,2,2,"[6, 7]","[0.37538504629571134, 0.6246149537042887]"
81,0.6626999974250793,1.0097565650939941,2,0.01,2,2,"[6, 7]","[0.37538504629571134, 0.6246149537042887]"
82,0.5249999761581421,1.6736185550689697,2,0.01,2,2,"[4, 6]","[0.4493126288645513, 0.5506873711354486]"
83,0.5080999732017517,1.8409521579742432,2,0.01,2,2,"[4, 6]","[0.4493126288645513, 0.5506873711354486]"
84,0.6733999848365784,1.1559858322143555,2,0.01,2,2,"[6, 3]","[0.4435461462219842, 0.5564538537780158]"
85,0.5710999965667725,1.7012147903442383,2,0.01,2,2,"[6, 3]","[0.4435461462219842, 0.5564538537780158]"
86,0.7251999974250793,0.8313421010971069,2,0.01,2,2,"[6, 7]","[0.38751937633358124, 0.6124806236664188]"
87,0.6881999969482422,0.9331157207489014,2,0.01,2,2,"[6, 7]","[0.38751937633358124, 0.6124806236664188]"
88,0.5393999814987183,1.6064525842666626,2,0.01,2,2,"[4, 6]","[0.4621511640860977, 0.5378488359139023]"
89,0.529699981212616,1.7568615674972534,2,0.01,2,2,"[4, 6]","[0.4621511640860977, 0.5378488359139023]"
90,0.6912999749183655,1.0911800861358643,2,0.01,2,2,"[6, 3]","[0.45648301982141004, 0.54351698017859]"
91,0.5942000150680542,1.6198360919952393,2,0.01,2,2,"[6, 3]","[0.45648301982141004, 0.54351698017859]"
92,0.7409999966621399,0.7815536260604858,2,0.01,2,2,"[6, 7]","[0.40937482382229506, 0.5906251761777049]"
93,0.7085000276565552,0.8719972372055054,2,0.01,2,2,"[6, 7]","[0.40937482382229506, 0.5906251761777049]"
94,0.5591999888420105,1.539803385734558,2,0.01,2,2,"[4, 6]","[0.4785410096529117, 0.5214589903470883]"
95,0.5496000051498413,1.6755515336990356,2,0.01,2,2,"[4, 6]","[0.4785410096529117, 0.5214589903470883]"
96,0.7545999884605408,0.7639397382736206,2,0.01,2,2,"[6, 7]","[0.4668905996297422, 0.5331094003702578]"
97,0.7221999764442444,0.8367639780044556,2,0.01,2,2,"[6, 7]","[0.4668905996297422, 0.5331094003702578]"
98,0.5723000168800354,1.4976441860198975,2,0.01,2,2,"[4, 6]","[0.47637401217576575, 0.5236259878242342]"
99,0.5656999945640564,1.6192482709884644,2,0.01,2,2,"[4, 6]","[0.47637401217576575, 0.5236259878242342]"
100,0.760200023651123,0.748298704624176,2,0.01,2,2,"[6, 7]","[0.4646102860778501, 0.53538971392215]"
101,0.7317000031471252,0.8066187500953674,2,0.01,2,2,"[6, 7]","[0.4646102860778501, 0.53538971392215]"
102,0.5842999815940857,1.4641762971878052,2,0.01,2,2,"[4, 6]","[0.4684711915880067, 0.5315288084119932]"
103,0.5795999765396118,1.5731463432312012,2,0.01,2,2,"[4, 6]","[0.4684711915880067, 0.5315288084119932]"
104,0.7663999795913696,0.7354512214660645,2,0.01,2,2,"[6, 7]","[0.46316365713198776, 0.5368363428680122]"
105,0.741100013256073,0.7806517481803894,2,0.01,2,2,"[6, 7]","[0.46316365713198776, 0.5368363428680122]"
106,0.5950000286102295,1.433111548423767,2,0.01,2,2,"[4, 6]","[0.46416416096485974, 0.5358358390351402]"
107,0.5922999978065491,1.531102180480957,2,0.01,2,2,"[4, 6]","[0.46416416096485974, 0.5358358390351402]"
108,0.7721999883651733,0.7231561541557312,2,0.01,2,2,"[6, 7]","[0.46575948207512075, 0.5342405179248793]"
109,0.7505999803543091,0.756462574005127,2,0.01,2,2,"[6, 7]","[0.46575948207512075, 0.5342405179248793]"
110,0.6065999865531921,1.400996446609497,2,0.01,2,2,"[4, 6]","[0.46628215417562585, 0.5337178458243742]"
111,0.6021999716758728,1.4886407852172852,2,0.01,2,2,"[4, 6]","[0.46628215417562585, 0.5337178458243742]"
112,0.7760000228881836,0.7151751518249512,2,0.01,2,2,"[6, 7]","[0.46932433007932933, 0.5306756699206706]"
113,0.7580000162124634,0.737923264503479,2,0.01,2,2,"[6, 7]","[0.46932433007932933, 0.5306756699206706]"
114,0.6201000213623047,1.3690478801727295,2,0.01,2,2,"[4, 6]","[0.4708387153260792, 0.5291612846739209]"
115,0.6144000291824341,1.447530746459961,2,0.01,2,2,"[4, 6]","[0.4708387153260792, 0.5291612846739209]"
116,0.7796000242233276,0.7047240138053894,2,0.01,2,2,"[6, 7]","[0.47432153858722664, 0.5256784614127733]"
117,0.7652999758720398,0.7182351350784302,2,0.01,2,2,"[6, 7]","[0.47432153858722664, 0.5256784614127733]"
118,0.6315000057220459,1.3360621929168701,2,0.01,2,2,"[4, 6]","[0.47503160606786016, 0.5249683939321398]"
119,0.6273000240325928,1.4090584516525269,2,0.01,2,2,"[4, 6]","[0.47503160606786016, 0.5249683939321398]"
120,0.7851999998092651,0.6940636038780212,2,0.01,2,2,"[6, 7]","[0.47815445165436976, 0.5218455483456302]"
121,0.7723000049591064,0.7004927396774292,2,0.01,2,2,"[6, 7]","[0.47815445165436976, 0.5218455483456302]"
122,0.6449999809265137,1.299410104751587,2,0.01,2,2,"[4, 6]","[0.4795003930526222, 0.5204996069473778]"
123,0.640500009059906,1.3675293922424316,2,0.01,2,2,"[4, 6]","[0.4795003930526222, 0.5204996069473778]"
124,0.6826000213623047,0.9965834021568298,2,0.01,2,2,"[7, 6]","[0.4815091797515028, 0.5184908202484971]"
125,0.7016000151634216,0.9354339838027954,2,0.01,2,2,"[7, 6]","[0.4815091797515028, 0.5184908202484971]"
126,0.654699981212616,1.2883670330047607,2,0.01,2,2,"[4, 6]","[0.49337393664903945, 0.5066260633509606]"
127,0.6485000252723694,1.3545491695404053,2,0.01,2,2,"[4, 6]","[0.49337393664903945, 0.5066260633509606]"
128,0.6858999729156494,1.0160986185073853,2,0.01,2,2,"[7, 4]","[0.4797473969685337, 0.5202526030314663]"
129,0.6549999713897705,1.128473162651062,2,0.01,2,2,"[7, 4]","[0.4797473969685337, 0.5202526030314663]"
130,0.7149999737739563,1.0528775453567505,2,0.01,2,2,"[6, 4]","[0.5367682294229217, 0.4632317705770783]"
131,0.6960999965667725,1.1079013347625732,2,0.01,2,2,"[6, 4]","[0.5367682294229217, 0.4632317705770783]"
132,0.7042999863624573,1.0171444416046143,2,0.01,2,2,"[4, 7]","[0.5029159079197205, 0.4970840920802794]"
133,0.6751000285148621,1.1010286808013916,2,0.01,2,2,"[4, 7]","[0.5029159079197205, 0.4970840920802794]"
134,0.7264999747276306,0.9929320216178894,2,0.01,2,2,"[6, 4]","[0.5249182025814105, 0.4750817974185894]"
135,0.7135000228881836,1.03118097782135,2,0.01,2,2,"[6, 4]","[0.5249182025814105, 0.4750817974185894]"
136,0.7098000049591064,1.006437063217163,2,0.01,2,2,"[4, 7]","[0.49894011390493376, 0.5010598860950662]"
137,0.6826000213623047,1.0890568494796753,2,0.01,2,2,"[4, 7]","[0.49894011390493376, 0.5010598860950662]"
138,0.73580002784729,0.9539483189582825,2,0.01,2,2,"[6, 4]","[0.5226606088610455, 0.4773393911389545]"
139,0.7228000164031982,0.982716977596283,2,0.01,2,2,"[6, 4]","[0.5226606088610455, 0.4773393911389545]"
140,0.7160000205039978,0.9888088703155518,2,0.01,2,2,"[4, 7]","[0.49473543366676387, 0.5052645663332361]"
141,0.6915000081062317,1.0709691047668457,2,0.01,2,2,"[4, 7]","[0.49473543366676387, 0.5052645663332361]"
142,0.7441999912261963,0.9191988110542297,2,0.01,2,2,"[6, 4]","[0.5194898392160774, 0.4805101607839226]"
143,0.7333999872207642,0.9413478374481201,2,0.01,2,2,"[6, 4]","[0.5194898392160774, 0.4805101607839226]"
144,0.7231000065803528,0.9724075198173523,2,0.01,2,2,"[4, 7]","[0.49152389124117624, 0.5084761087588238]"
145,0.6995999813079834,1.0532876253128052,2,0.01,2,2,"[4, 7]","[0.49152389124117624, 0.5084761087588238]"
146,0.7512000203132629,0.8813142776489258,2,0.01,2,2,"[6, 4]","[0.517291882187676, 0.4827081178123241]"
147,0.7427999973297119,0.8977348804473877,2,0.01,2,2,"[6, 4]","[0.517291882187676, 0.4827081178123241]"
148,0.7314000129699707,0.954674482345581,2,0.01,2,2,"[4, 7]","[0.4875904135777592, 0.5124095864222408]"
149,0.7059000134468079,1.0363671779632568,2,0.01,2,2,"[4, 7]","[0.4875904135777592, 0.5124095864222408]"
150,0.7584999799728394,0.8496465086936951,2,0.01,2,2,"[6, 4]","[0.5166652445568237, 0.4833347554431763]"
151,0.7523999810218811,0.8612828850746155,2,0.01,2,2,"[6, 4]","[0.5166652445568237, 0.4833347554431763]"
152,0.7376000285148621,0.938011884689331,2,0.01,2,2,"[4, 7]","[0.48209478073610895, 0.5179052192638911]"
153,0.7128999829292297,1.0193517208099365,2,0.01,2,2,"[4, 7]","[0.48209478073610895, 0.5179052192638911]"
154,0.7660999894142151,0.8212778568267822,2,0.01,2,2,"[6, 4]","[0.5133618543016143, 0.48663814569838576]"
155,0.7608000040054321,0.8290960788726807,2,0.01,2,2,"[6, 4]","[0.5133618543016143, 0.48663814569838576]"
156,0.7443000078201294,0.9222018718719482,2,0.01,2,2,"[4, 7]","[0.4779716731016022, 0.5220283268983978]"
157,0.7202000021934509,1.0025243759155273,2,0.01,2,2,"[4, 7]","[0.4779716731016022, 0.5220283268983978]"
158,0.7731000185012817,0.7947613596916199,2,0.01,2,2,"[6, 4]","[0.510909604345352, 0.4890903956546479]"
159,0.7681000232696533,0.7992721796035767,2,0.01,2,2,"[6, 4]","[0.510909604345352, 0.4890903956546479]"
160,0.7493000030517578,0.9067162275314331,2,0.01,2,2,"[4, 7]","[0.4737114142618082, 0.5262885857381918]"
161,0.7257000207901001,0.9865467548370361,2,0.01,2,2,"[4, 7]","[0.4737114142618082, 0.5262885857381918]"
162,0.781000018119812,0.7657828330993652,2,0.01,2,2,"[6, 4]","[0.5066685977177307, 0.49333140228226935]"
163,0.7778000235557556,0.7672977447509766,2,0.01,2,2,"[6, 4]","[0.5066685977177307, 0.49333140228226935]"
164,0.753600001335144,0.8929018378257751,2,0.01,2,2,"[4, 7]","[0.46632824764442954, 0.5336717523555705]"
165,0.7305999994277954,0.9727350473403931,2,0.01,2,2,"[4, 7]","[0.46632824764442954, 0.5336717523555705]"
166,0.7870000004768372,0.7394214272499084,2,0.01,2,2,"[6, 4]","[0.5052478704096093, 0.4947521295903907]"
167,0.788100004196167,0.7380743622779846,2,0.01,2,2,"[6, 4]","[0.5052478704096093, 0.4947521295903907]"
168,0.7580999732017517,0.8782614469528198,2,0.01,2,2,"[4, 7]","[0.4621286981189043, 0.5378713018810958]"
169,0.7382000088691711,0.9582199454307556,2,0.01,2,2,"[4, 7]","[0.4621286981189043, 0.5378713018810958]"
170,0.7694000005722046,0.8453508615493774,2,0.01,2,2,"[4, 6]","[0.5056111463130559, 0.49438885368694413]"
171,0.7709000110626221,0.8629220724105835,2,0.01,2,2,"[4, 6]","[0.5056111463130559, 0.49438885368694413]"
172,0.7628999948501587,0.868458092212677,2,0.01,2,2,"[4, 7]","[0.4636129214443863, 0.5363870785556137]"
173,0.7433000206947327,0.9483587145805359,2,0.01,2,2,"[4, 7]","[0.4636129214443863, 0.5363870785556137]"
174,0.7754999995231628,0.8309348821640015,2,0.01,2,2,"[4, 6]","[0.5055032402698592, 0.49449675973014084]"
175,0.7757999897003174,0.8471514582633972,2,0.01,2,2,"[4, 6]","[0.5055032402698592, 0.49449675973014084]"
176,0.7664999961853027,0.8593288064002991,2,0.01,2,2,"[4, 7]","[0.46591913417827696, 0.534080865821723]"
177,0.7480999827384949,0.9382357597351074,2,0.01,2,2,"[4, 7]","[0.46591913417827696, 0.534080865821723]"
178,0.781000018119812,0.8149683475494385,2,0.01,2,2,"[4, 6]","[0.5099303727531599, 0.4900696272468401]"
179,0.7827000021934509,0.8294269442558289,2,0.01,2,2,"[4, 6]","[0.5099303727531599, 0.4900696272468401]"
180,0.7840999960899353,0.8046912550926208,2,0.01,2,2,"[4, 6]","[0.46966030319582386, 0.5303396968041761]"
181,0.786300003528595,0.8194742202758789,2,0.01,2,2,"[4, 6]","[0.46966030319582386, 0.5303396968041761]"
182,0.7856000065803528,0.7987851500511169,2,0.01,2,2,"[4, 6]","[0.46946151549124, 0.5305384845087601]"
183,0.7889000177383423,0.8126864433288574,2,0.01,2,2,"[4, 6]","[0.46946151549124, 0.5305384845087601]"
184,0.7883999943733215,0.7912164330482483,2,0.01,2,2,"[4, 6]","[0.47037744260917524, 0.5296225573908248]"
185,0.7925000190734863,0.8045573234558105,2,0.01,2,2,"[4, 6]","[0.47037744260917524, 0.5296225573908248]"
186,0.7897999882698059,0.785731315612793,2,0.01,2,2,"[4, 6]","[0.4698848576280367, 0.5301151423719633]"
187,0.7936999797821045,0.7980042695999146,2,0.01,2,2,"[4, 6]","[0.4698848576280367, 0.5301151423719633]"
188,0.7911999821662903,0.7790202498435974,2,0.01,2,2,"[4, 6]","[0.4715983341452627, 0.5284016658547372]"
189,0.796999990940094,0.7906243205070496,2,0.01,2,2,"[4, 6]","[0.4715983341452627, 0.5284016658547372]"
190,0.7942000031471252,0.7732520699501038,2,0.01,2,2,"[4, 6]","[0.4714478946150996, 0.5285521053849004]"
191,0.7994999885559082,0.784172534942627,2,0.01,2,2,"[4, 6]","[0.4714478946150996, 0.5285521053849004]"
192,0.795199990272522,0.7663150429725647,2,0.01,2,2,"[4, 6]","[0.4727048329553036, 0.5272951670446965]"
193,0.8012999892234802,0.776581346988678,2,0.01,2,2,"[4, 6]","[0.4727048329553036, 0.5272951670446965]"
194,0.7979000210762024,0.7594852447509766,2,0.01,2,2,"[4, 6]","[0.47151510859166196, 0.528484891408338]"
195,0.8029999732971191,0.7691776156425476,2,0.01,2,2,"[4, 6]","[0.47151510859166196, 0.528484891408338]"
196,0.8001000285148621,0.7549173831939697,2,0.01,2,2,"[4, 6]","[0.47291865776635134, 0.5270813422336487]"
197,0.8050000071525574,0.764110803604126,2,0.01,2,2,"[4, 6]","[0.47291865776635134, 0.5270813422336487]"
198,0.8016999959945679,0.7485717535018921,2,0.01,2,2,"[4, 6]","[0.4731783513297098, 0.5268216486702901]"
199,0.8066999912261963,0.7571046948432922,2,0.01,2,2,"[4, 6]","[0.4731783513297098, 0.5268216486702901]"
