round,selected_clients,weight_divergence,loss
0,client.1@group-1;client.10@group-1,0.365896,0.634104
65,client.5@group-1;client.8@group-1,0.509236,0.490764
66,client.5@group-1;client.7@group-1,0.453451,0.546549
67,client.5@group-1;client.8@group-1,0.507370,0.492630
68,client.5@group-1;client.7@group-1,0.440963,0.559037
69,client.4@group-1;client.5@group-1,0.518301,0.481699
70,client.3@group-1;client.7@group-1,0.457579,0.542421
71,client.5@group-1;client.8@group-1,0.573243,0.426757
72,client.5@group-1;client.7@group-1,0.490930,0.509070
73,client.5@group-1;client.8@group-1,0.513936,0.486064
74,client.5@group-1;client.7@group-1,0.459011,0.540989
75,client.5@group-1;client.8@group-1,0.525098,0.474902
76,client.5@group-1;client.7@group-1,0.479660,0.520340
77,client.5@group-1;client.7@group-1,0.527000,0.473000
78,client.5@group-1;client.8@group-1,0.465790,0.534210
79,client.5@group-1;client.7@group-1,0.446966,0.553034
80,client.5@group-1;client.7@group-1,0.386283,0.613717
81,client.5@group-1;client.7@group-1,0.429505,0.570495
82,client.5@group-1;client.8@group-1,0.486513,0.513487
83,client.5@group-1;client.7@group-1,0.412313,0.587687
84,client.5@group-1;client.8@group-1,0.473617,0.526383
85,client.5@group-1;client.7@group-1,0.465394,0.534606
86,client.4@group-1;client.5@group-1,0.543385,0.456615
87,client.3@group-1;client.8@group-1,0.504998,0.495002
88,client.5@group-1;client.7@group-1,0.506713,0.493287
89,client.5@group-1;client.8@group-1,0.491369,0.508631
90,client.5@group-1;client.7@group-1,0.451420,0.548580
91,client.5@group-1;client.8@group-1,0.523580,0.476420
92,client.5@group-1;client.7@group-1,0.501681,0.498319
93,client.5@group-1;client.8@group-1,0.443828,0.556172
94,client.5@group-1;client.7@group-1,0.452044,0.547956
95,client.5@group-1;client.8@group-1,0.500916,0.499084
96,client.5@group-1;client.7@group-1,0.496081,0.503919
97,client.5@group-1;client.7@group-1,0.416763,0.583237
98,client.5@group-1;client.8@group-1,0.383063,0.616937
99,client.5@group-1;client.7@group-1;client.9@group-1,0.366853,0.633147
100,client.5@group-1;client.8@group-1;client.10@group-1,0.475183,0.524817
