family,dataset,method,method_variant,rank_assignment,alpha,runs,completed_runs,mean_peak_accuracy,min_peak_accuracy,max_peak_accuracy,mean_final_accuracy
nlp,rte,sp,standard,correct,0.4,2,2,0.56678700361,0.5559566787,0.57761732852,0.539711191336
nlp,rte,sp,standard,mismatch,0.4,1,1,0.545126353791,0.545126353791,0.545126353791,0.523465703971
nlp,rte,zeropadding,standard,correct,0.4,2,2,0.550541516245,0.541516245487,0.559566787004,0.532490974729
nlp,rte,zeropadding,standard,mismatch,0.4,1,1,0.548736462094,0.548736462094,0.548736462094,0.509025270758
nlp,sst2,flora,corrected,correct,0.4,1,1,0.813073394495,0.813073394495,0.813073394495,0.772935779817
nlp,sst2,flora,corrected,mismatch,0.4,1,1,0.810779816514,0.810779816514,0.810779816514,0.798165137615
nlp,sst2,flora,unspecified,correct,0.4,1,1,0.636467889908,0.636467889908,0.636467889908,0.636467889908
nlp,sst2,flora,unspecified,mismatch,0.4,1,1,0.558486238532,0.558486238532,0.558486238532,0.558486238532
nlp,sst2,rbla,standard,correct,0.4,1,1,0.784403669725,0.784403669725,0.784403669725,0.691513761468
nlp,sst2,rbla,standard,mismatch,0.4,1,1,0.810779816514,0.810779816514,0.810779816514,0.709862385321
nlp,sst2,rbla_plus,standard,correct,0.4,1,1,0.793577981651,0.793577981651,0.793577981651,0.743119266055
nlp,sst2,rbla_plus,standard,mismatch,0.4,1,1,0.810779816514,0.810779816514,0.810779816514,0.761467889908
nlp,sst2,sp,standard,correct,0.4,1,1,0.797018348624,0.797018348624,0.797018348624,0.702981651376
nlp,sst2,sp,standard,mismatch,0.4,1,1,0.801605504587,0.801605504587,0.801605504587,0.788990825688
nlp,sst2,zeropadding,standard,correct,0.4,1,1,0.80619266055,0.80619266055,0.80619266055,0.716743119266
nlp,sst2,zeropadding,standard,mismatch,0.4,1,1,0.793577981651,0.793577981651,0.793577981651,0.771788990826
