dataset,model,layer_or_aggregate,seed,round,R,r,normalized_rank,sp_plus_dense_difference,gap,analytic_optimal_error,experiment_type,checkpoint,d_out,d_in,spectrum,method,relative_error,numerical_checks_passed
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,3,3.7500000000000000e-01,1.1510239439932034e-15,5.2676273781555438e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998986e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,4,5.0000000000000000e-01,1.1615296865945926e-15,4.7636070539460579e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.7754018534204221e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,4,5.0000000000000000e-01,1.1615296865945926e-15,4.7636070539460579e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743641e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,4,5.0000000000000000e-01,1.1615296865945926e-15,4.7636070539460579e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743641e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,5,6.2500000000000000e-01,1.1857417415465207e-15,4.1915885316434065e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.7565545477823901e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,5,6.2500000000000000e-01,1.1857417415465207e-15,4.1915885316434065e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,5,6.2500000000000000e-01,1.1857417415465207e-15,4.1915885316434065e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,6,7.5000000000000000e-01,1.1729033949041532e-15,4.1829747636013093e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.4903889767033178e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,6,7.5000000000000000e-01,1.1729033949041532e-15,4.1829747636013093e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,6,7.5000000000000000e-01,1.1729033949041532e-15,4.1829747636013093e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200870e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,7,8.7500000000000000e-01,1.1734839491130418e-15,3.5655192305835193e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,3.7166833274993250e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,7,8.7500000000000000e-01,1.1734839491130418e-15,3.5655192305835193e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580566e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,7,8.7500000000000000e-01,1.1734839491130418e-15,3.5655192305835193e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580566e-02,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,8,1.0000000000000000e+00,1.1752702474951448e-15,-7.1606202777698422e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,8,1.0000000000000000e+00,1.1752702474951448e-15,-7.1606202777698422e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.1606202777698422e-16,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,8,1.0000000000000000e+00,1.1752702474951448e-15,-7.1606202777698422e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,9.5754483232512698e-16,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,1,1.2500000000000000e-01,6.6049534175758371e-16,3.6931425055654599e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.3396784818307488e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,1,1.2500000000000000e-01,6.6049534175758371e-16,3.6931425055654599e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652889e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,1,1.2500000000000000e-01,6.6049534175758371e-16,3.6931425055654599e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652878e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,2,2.5000000000000000e-01,7.1501764339620423e-16,5.6355000633885322e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.8230583911773830e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,2,2.5000000000000000e-01,7.1501764339620423e-16,5.6355000633885322e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888508e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,2,2.5000000000000000e-01,7.1501764339620423e-16,5.6355000633885322e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888508e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,3,3.7500000000000000e-01,7.3984845536619294e-16,6.7428156284628415e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.5408623001627415e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,3,3.7500000000000000e-01,7.3984845536619294e-16,6.7428156284628415e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998994e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,3,3.7500000000000000e-01,7.3984845536619294e-16,6.7428156284628415e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998997e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,4,5.0000000000000000e-01,7.7034810259737475e-16,5.4844982194319702e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,6.4962930189063350e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,4,5.0000000000000000e-01,7.7034810259737475e-16,5.4844982194319702e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743647e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,4,5.0000000000000000e-01,7.7034810259737475e-16,5.4844982194319702e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743645e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,5,6.2500000000000000e-01,9.2291581282901454e-16,5.6476729280659621e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,6.2126389442049457e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,5,6.2500000000000000e-01,9.2291581282901454e-16,5.6476729280659621e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898377e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,5,6.2500000000000000e-01,9.2291581282901454e-16,5.6476729280659621e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898377e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,6,7.5000000000000000e-01,8.2540603551338433e-16,5.2685958398148780e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.5760100529168866e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,6,7.5000000000000000e-01,8.2540603551338433e-16,5.2685958398148780e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200880e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,6,7.5000000000000000e-01,8.2540603551338433e-16,5.2685958398148780e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200887e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,7,8.7500000000000000e-01,8.2799928098917337e-16,1.4828634883137926e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.6340275852295982e-01,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,7,8.7500000000000000e-01,8.2799928098917337e-16,1.4828634883137926e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580570e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,7,8.7500000000000000e-01,8.2799928098917337e-16,1.4828634883137926e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580570e-02,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,8,1.0000000000000000e+00,8.2886709298590985e-16,-1.0090249712266664e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,8,1.0000000000000000e+00,8.2886709298590985e-16,-1.0090249712266664e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0090249712266664e-15,True
synthetic,synthetic_low_rank_update,aggregate,51,-1,8,8,1.0000000000000000e+00,8.2886709298590985e-16,-1.0090249712266664e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,8.5041533802493662e-16,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,1,1.2500000000000000e-01,1.0972589538900847e-15,3.6693397852302279e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.3158757614955123e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,1,1.2500000000000000e-01,1.0972589538900847e-15,3.6693397852302279e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652845e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,1,1.2500000000000000e-01,1.0972589538900847e-15,3.6693397852302279e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652845e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,2,2.5000000000000000e-01,1.5268041970551054e-15,5.9041532008738584e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.0917115286627082e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,2,2.5000000000000000e-01,1.5268041970551054e-15,5.9041532008738584e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,2,2.5000000000000000e-01,1.5268041970551054e-15,5.9041532008738584e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,3,3.7500000000000000e-01,1.5733246558971357e-15,7.0810573031539448e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.8791039748538425e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,3,3.7500000000000000e-01,1.5733246558971357e-15,7.0810573031539448e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998980e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,3,3.7500000000000000e-01,1.5733246558971357e-15,7.0810573031539448e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998980e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,4,5.0000000000000000e-01,1.5776205660253670e-15,6.9270282859968113e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.9388230854711750e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,4,5.0000000000000000e-01,1.5776205660253670e-15,6.9270282859968113e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743634e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,4,5.0000000000000000e-01,1.5776205660253670e-15,6.9270282859968113e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743635e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,5,6.2500000000000000e-01,1.5836375973293702e-15,6.2217195064125674e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,6.7866855225515510e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,5,6.2500000000000000e-01,1.5836375973293702e-15,6.2217195064125674e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898335e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,5,6.2500000000000000e-01,1.5836375973293702e-15,6.2217195064125674e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898335e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,6,7.5000000000000000e-01,1.5833106854980177e-15,3.7287422366550327e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.0361564497570412e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,6,7.5000000000000000e-01,1.5833106854980177e-15,3.7287422366550327e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200853e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,6,7.5000000000000000e-01,1.5833106854980177e-15,3.7287422366550327e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200853e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,7,8.7500000000000000e-01,1.5837951516776053e-15,1.2158525952935424e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.3670166922093480e-01,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,7,8.7500000000000000e-01,1.5837951516776053e-15,1.2158525952935424e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580556e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,7,8.7500000000000000e-01,1.5837951516776053e-15,1.2158525952935424e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580559e-02,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,8,1.0000000000000000e+00,1.5831648274509457e-15,-1.0767876813897565e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,8,1.0000000000000000e+00,1.5831648274509457e-15,-1.0767876813897565e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0767876813897565e-15,True
synthetic,synthetic_low_rank_update,aggregate,52,-1,8,8,1.0000000000000000e+00,1.5831648274509457e-15,-1.0767876813897565e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,8.4190483853942162e-16,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,1,1.2500000000000000e-01,1.3408992600067247e-15,3.9440563858073197e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.5905923620726052e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,1,1.2500000000000000e-01,1.3408992600067247e-15,3.9440563858073197e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652856e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,1,1.2500000000000000e-01,1.3408992600067247e-15,3.9440563858073197e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652856e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,2,2.5000000000000000e-01,1.3377946329144272e-15,5.2284020604972459e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.4159603882860956e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,2,2.5000000000000000e-01,1.3377946329144272e-15,5.2284020604972459e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,2,2.5000000000000000e-01,1.3377946329144272e-15,5.2284020604972459e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,3,3.7500000000000000e-01,1.3420648098000824e-15,6.1361179961005341e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.9341646678004329e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,3,3.7500000000000000e-01,1.3420648098000824e-15,6.1361179961005341e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998991e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,3,3.7500000000000000e-01,1.3420648098000824e-15,6.1361179961005341e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998988e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,4,5.0000000000000000e-01,1.3436692717801214e-15,4.8620060668525511e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.8738008663269148e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,4,5.0000000000000000e-01,1.3436692717801214e-15,4.8620060668525511e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743640e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,4,5.0000000000000000e-01,1.3436692717801214e-15,4.8620060668525511e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743641e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,5,6.2500000000000000e-01,1.3739970071523590e-15,4.8689467083271720e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.4339127244661556e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,5,6.2500000000000000e-01,1.3739970071523590e-15,4.8689467083271720e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898349e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,5,6.2500000000000000e-01,1.3739970071523590e-15,4.8689467083271720e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898349e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,6,7.5000000000000000e-01,1.3573104973743040e-15,4.6591749893594153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.9665892024614239e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,6,7.5000000000000000e-01,1.3573104973743040e-15,4.6591749893594153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,6,7.5000000000000000e-01,1.3573104973743040e-15,4.6591749893594153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,7,8.7500000000000000e-01,1.3597780034033279e-15,3.3362735808346394e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,3.4874376777504451e-01,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,7,8.7500000000000000e-01,1.3597780034033279e-15,3.3362735808346394e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580564e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,7,8.7500000000000000e-01,1.3597780034033279e-15,3.3362735808346394e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580564e-02,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,8,1.0000000000000000e+00,1.3603390247762293e-15,-1.0557769508529899e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,8,1.0000000000000000e+00,1.3603390247762293e-15,-1.0557769508529899e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0557769508529899e-15,True
synthetic,synthetic_low_rank_update,aggregate,53,-1,8,8,1.0000000000000000e+00,1.3603390247762293e-15,-1.0557769508529899e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,6.3792505814507098e-16,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,1,1.2500000000000000e-01,1.8024171007241829e-15,3.0719935816898525e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.7185295579551358e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,1,1.2500000000000000e-01,1.8024171007241829e-15,3.0719935816898525e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652834e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,1,1.2500000000000000e-01,1.8024171007241829e-15,3.0719935816898525e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652834e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,2,2.5000000000000000e-01,1.6049172149926941e-15,4.8896375781358375e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.0771959059246867e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,2,2.5000000000000000e-01,1.6049172149926941e-15,4.8896375781358375e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888492e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,2,2.5000000000000000e-01,1.6049172149926941e-15,4.8896375781358375e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888492e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,3,3.7500000000000000e-01,1.6157003891817049e-15,3.3196958415374278e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.1177425132373267e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,3,3.7500000000000000e-01,1.6157003891817049e-15,3.3196958415374278e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998986e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,3,3.7500000000000000e-01,1.6157003891817049e-15,3.3196958415374278e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998980e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,4,5.0000000000000000e-01,1.5952656893482979e-15,3.0819621610628239e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.0937569605371876e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,4,5.0000000000000000e-01,1.5952656893482979e-15,3.0819621610628239e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743638e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,4,5.0000000000000000e-01,1.5952656893482979e-15,3.0819621610628239e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743637e-01,True
synthetic,synthetic_low_rank_update,aggregate,54,-1,8,5,6.2500000000000000e-01,1.5942324960296864e-15,2.3781794541851617e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,2.9431454703241450e-01,True
