dataset,model,layer,checkpoint,seed,trial,d_out,d_in,R,r,alpha,target_condition_number,actual_condition_number,condition_relative_error,smallest_gauge_singular_value,b_gauge_frobenius_norm,a_gauge_frobenius_norm,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,compact_full_reconstruction_error,compact_path_no_dense_intermediate,gauge_construction,method,broadcast_error,excess_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,8.1649658092772581e-01,1.6543044242372262e+00,1.6848623678160317e+00,3.3963793247369145e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.7270200002611686e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999993e+00,3.3306690738754696e-16,7.0710678118654757e-01,1.6898871853596991e+00,1.7414781993362800e+00,3.5383161155380003e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0198081846773991e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.5711118964636106e-01,5.3949149930221640e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999993e+00,3.3306690738754696e-16,7.0710678118654757e-01,1.6898871853596991e+00,1.7414781993362800e+00,3.5383161155380003e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0198081846773991e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962551e-01,1.7831681519446660e+00,1.8627366272659023e+00,4.3501367996249752e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.6258527602579582e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.8696471517555602e-01,5.6934502483141136e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962551e-01,1.7831681519446660e+00,1.8627366272659023e+00,4.3501367996249752e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.6258527602579582e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995809e-01,1.9770253104153470e+00,2.0881884544508842e+00,4.0811015829525532e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1593929382578429e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.5342681117881527e-01,6.3580712083467061e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995809e-01,1.9770253104153470e+00,2.0881884544508842e+00,4.0811015829525532e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1593929382578429e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999991e+00,1.1842378929335003e-16,3.6514837167011083e-01,2.1972940957735707e+00,2.3302763865549996e+00,4.5937225706359968e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5663701006324655e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.3896492903061604e-01,7.2134523868647138e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999991e+00,1.1842378929335003e-16,3.6514837167011083e-01,2.1972940957735707e+00,2.3302763865549996e+00,4.5937225706359968e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5663701006324655e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000011e+01,1.0658141036401502e-15,3.1622776601683766e-01,2.3932042817127899e+00,2.5398690202153897e+00,5.4832231572118786e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1536185364413913e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.2424865220820107e-01,8.0662896186405642e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,84,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000011e+01,1.0658141036401502e-15,3.1622776601683766e-01,2.3932042817127899e+00,2.5398690202153897e+00,5.4832231572118786e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1536185364413913e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3213285991157285e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2914145319750182e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.0881541138382800e-01,4.9119572103968334e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3213285991157285e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2914145319750182e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000009e+00,5.9211894646675012e-16,8.1649658092772592e-01,1.6705890976422406e+00,1.6711602792109288e+00,3.5109691473534854e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.9295948405148297e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.1391409378394157e-01,4.9629440343979692e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000009e+00,5.9211894646675012e-16,8.1649658092772592e-01,1.6705890976422406e+00,1.6711602792109288e+00,3.5109691473534854e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.9295948405148297e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654779e-01,1.7184423146374848e+00,1.7203624599263887e+00,3.6973638420769244e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2198648585249695e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2431526976304552e-01,5.0669557941890087e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654779e-01,1.7184423146374848e+00,1.7203624599263887e+00,3.6973638420769244e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2198648585249695e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962584e-01,1.8288434376568408e+00,1.8351834848337574e+00,3.5984407433401212e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0853272647845944e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.5137020668176060e-01,5.3375051633761594e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962584e-01,1.8288434376568408e+00,1.8351834848337574e+00,3.5984407433401212e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0853272647845944e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000009e+00,1.7763568394002506e-16,4.4721359549995782e-01,2.0421724962754650e+00,2.0600076905649760e+00,3.8467840685410319e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1622179933925071e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.1614929807284178e-01,5.9852960772869712e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000009e+00,1.7763568394002506e-16,4.4721359549995782e-01,2.0421724962754650e+00,2.0600076905649760e+00,3.8467840685410319e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1622179933925071e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999982e+00,2.3684757858670006e-16,3.6514837167011077e-01,2.2750722053358809e+00,2.3078938951074210e+00,4.1063417516654330e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7409594853890178e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.0617088918852375e-01,6.8855119884437910e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999982e+00,2.3684757858670006e-16,3.6514837167011077e-01,2.2750722053358809e+00,2.3078938951074210e+00,4.1063417516654330e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7409594853890178e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999964e+00,3.5527136788005011e-16,3.1622776601683800e-01,2.4780380094544463e+00,2.5250952341839090e+00,4.8144444872489685e-16,1.1761969034414466e-01,2.7755575615628914e-17,2.2185061423576376e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.0099585459696130e-01,7.8337616425281664e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,85,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999964e+00,3.5527136788005011e-16,3.1622776601683800e-01,2.4780380094544463e+00,2.5250952341839090e+00,4.8144444872489685e-16,1.1761969034414466e-01,2.7755575615628914e-17,2.2185061423576376e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.4805344285104012e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1647499321336740e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.9655208403755200e-01,4.7893239369340734e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.4805344285104012e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1647499321336740e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772615e-01,1.6568812801355035e+00,1.6855007803535405e+00,3.4849521880791518e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4799363266114673e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.0131320683323086e-01,4.8369351648908621e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772615e-01,1.6568812801355035e+00,1.6855007803535405e+00,3.4849521880791518e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4799363266114673e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999991e+00,4.4408920985006262e-16,7.0710678118654791e-01,1.6949417203221817e+00,1.7456888858645030e+00,3.3962206552187947e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2976725459847195e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.1132589435028795e-01,4.9370620400614329e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999991e+00,4.4408920985006262e-16,7.0710678118654791e-01,1.6949417203221817e+00,1.7456888858645030e+00,3.3962206552187947e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2976725459847195e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962562e-01,1.7907106025105848e+00,1.8777908848828015e+00,3.7847757964538413e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5073814959435181e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.3890590476970877e-01,5.2128621442556411e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962562e-01,1.7907106025105848e+00,1.8777908848828015e+00,3.7847757964538413e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5073814959435181e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995804e-01,1.9826065531128068e+00,2.1288649868153970e+00,4.7499413759811990e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0785301408352266e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.1089440939704618e-01,5.9327471905290152e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995804e-01,1.9826065531128068e+00,2.1288649868153970e+00,4.7499413759811990e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0785301408352266e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999982e+00,2.3684757858670006e-16,3.6514837167011072e-01,2.1944383929627693e+00,2.4028266794583177e+00,4.5745549915429897e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3453423381267698e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.1846964448261983e-01,7.0084995413847517e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999982e+00,2.3684757858670006e-16,3.6514837167011072e-01,2.1944383929627693e+00,2.4028266794583177e+00,4.5745549915429897e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3453423381267698e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,3.1622776601683789e-01,2.3793177133346668e+00,2.6424057601850985e+00,5.0034507510101495e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4304460851185048e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.3640275059063494e-01,8.1878306024649028e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,86,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,3.1622776601683789e-01,2.3793177133346668e+00,2.6424057601850985e+00,5.0034507510101495e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4304460851185048e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000011e+00,1.1102230246251565e-15,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3445036246807724e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4192501781161794e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.1884856204284469e-01,4.0122887169870003e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000011e+00,1.1102230246251565e-15,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3445036246807724e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4192501781161794e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000002e+00,1.4802973661668753e-16,8.1649658092772559e-01,1.6700415343159278e+00,1.6745149921412139e+00,3.6455682382915029e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4737128011195718e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.2439726616753612e-01,4.0677757582339147e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000002e+00,1.4802973661668753e-16,8.1649658092772559e-01,1.6700415343159278e+00,1.6745149921412139e+00,3.6455682382915029e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4737128011195718e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654746e-01,1.7201001737989909e+00,1.7268076233978860e+00,3.4681964128294682e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4940316018754778e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.3556156662676324e-01,4.1794187628261859e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654746e-01,1.7201001737989909e+00,1.7268076233978860e+00,3.4681964128294682e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4940316018754778e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962562e-01,1.8382459040099619e+00,1.8456108491275365e+00,3.7083062164319464e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0674333850834258e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.6374663118430757e-01,4.4612694084016291e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962562e-01,1.8382459040099619e+00,1.8456108491275365e+00,3.7083062164319464e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0674333850834258e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995776e-01,2.0702915745712365e+00,2.0726664348198072e+00,4.3203859180417077e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0691791727786542e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2741477998006789e-01,5.0979508963592324e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995776e-01,2.0702915745712365e+00,2.0726664348198072e+00,4.3203859180417077e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0691791727786542e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000036e+00,4.7369515717340012e-16,3.6514837167011049e-01,2.3259372931771298e+00,2.3185930306553426e+00,4.4416665472949209e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0611304631640860e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.0993837921867553e-01,5.9231868887453087e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000036e+00,4.7369515717340012e-16,3.6514837167011049e-01,2.3259372931771298e+00,2.3185930306553426e+00,4.4416665472949209e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0611304631640860e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000009e+01,8.8817841970012523e-16,3.1622776601683772e-01,2.5496200458771776e+00,2.5317907682751737e+00,4.6741377907794353e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2033005809939787e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.9211604754260778e-01,6.7449635719846313e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,87,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000009e+01,8.8817841970012523e-16,3.1622776601683772e-01,2.5496200458771776e+00,2.5317907682751737e+00,4.6741377907794353e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2033005809939787e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999978e-01,1.6457339059369438e+00,1.6457339059369436e+00,3.3746062945208926e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1640199686668497e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.5815119029884694e-01,5.4053149995470229e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999978e-01,1.6457339059369438e+00,1.6457339059369436e+00,3.3746062945208926e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1640199686668497e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999998e+00,1.4802973661668753e-16,8.1649658092772603e-01,1.6609192715969712e+00,1.6840637689369005e+00,3.4778355232814232e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3237196175657819e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.6573963079027554e-01,5.4811994044613088e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999998e+00,1.4802973661668753e-16,8.1649658092772603e-01,1.6609192715969712e+00,1.6840637689369005e+00,3.4778355232814232e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3237196175657819e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654768e-01,1.7044896390098723e+00,1.7438952228158247e+00,3.4210169706355538e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2649125132180352e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.8115799257140142e-01,5.6353830222725676e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654768e-01,1.7044896390098723e+00,1.7438952228158247e+00,3.4210169706355538e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2649125132180352e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962584e-01,1.8134779127694018e+00,1.8753677572739442e+00,4.1802196349086849e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4263206066279844e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.2090545520063909e-01,6.0328576485649443e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962584e-01,1.8134779127694018e+00,1.8753677572739442e+00,4.1802196349086849e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4263206066279844e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,88,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000009e+00,1.7763568394002506e-16,4.4721359549995776e-01,2.0347057557670483e+00,2.1238285343947294e+00,4.6264479311715683e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3482422828569205e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.1432920963321886e-01,6.9670951928907421e-01,True
